/usr/lib64/gstreamer-1.0/libgstspeex.so,Speex,"For voice, based on CELP"
/usr/lib64/gstreamer-1.0/libgstsubenc.so,-,
/usr/lib64/gstreamer-1.0/libgstsubparse.so,-,
/usr/lib64/gstreamer-1.0/libgsttaglib.so,-,
/usr/lib64/gstreamer-1.0/libgsttcp.so,-,
/usr/lib64/gstreamer-1.0/libgsttheora.so,Theora,
/usr/lib64/gstreamer-1.0/libgsttranscode.so,-,
/usr/lib64/gstreamer-1.0/libgsttwolame.so,MP2,
/usr/lib64/gstreamer-1.0/libgsttypefindfunctions.so,-,
/usr/lib64/gstreamer-1.0/libgstudp.so,-,
/usr/lib64/gstreamer-1.0/libgstvdpau.so,-,"The interesting hw accel is vaapi, but we don't have gstreamer-vaapi in Fedora"
/usr/lib64/gstreamer-1.0/libgstvideo4linux2.so,-,Should be default
/usr/lib64/gstreamer-1.0/libgstvideobox.so,-,
/usr/lib64/gstreamer-1.0/libgstvideoconvert.so,-,
/usr/lib64/gstreamer-1.0/libgstvideocrop.so,-,
/usr/lib64/gstreamer-1.0/libgstvideofilter.so,-,
/usr/lib64/gstreamer-1.0/libgstvideofiltersbad.so,-,
/usr/lib64/gstreamer-1.0/libgstvideomixer.so,-,
/usr/lib64/gstreamer-1.0/libgstvideoparsersbad.so,-,
/usr/lib64/gstreamer-1.0/libgstvideorate.so,-,
/usr/lib64/gstreamer-1.0/libgstvideoscale.so,-,
/usr/lib64/gstreamer-1.0/libgstvideotestsrc.so,-,
/usr/lib64/gstreamer-1.0/libgstvirtualdub.so,-,
/usr/lib64/gstreamer-1.0/libgstvoamrwbenc.so,AMR-NB encoder,
/usr/lib64/gstreamer-1.0/libgstvolume.so,-,
/usr/lib64/gstreamer-1.0/libgstvorbis.so,Vorbis,
/usr/lib64/gstreamer-1.0/libgstvpx.so,VP8|VP9,
/usr/lib64/gstreamer-1.0/libgstwavenc.so,WAV,
/usr/lib64/gstreamer-1.0/libgstwavpack.so,-,
/usr/lib64/gstreamer-1.0/libgstwavparse.so,-,
/usr/lib64/gstreamer-1.0/libgstwaylandsink.so,-,"Wayland support, Should be default, i think"
/usr/lib64/gstreamer-1.0/libgstx264.so,H.264/MPEG-4 AVC,
/usr/lib64/gstreamer-1.0/libgstximagesink.so,-,
/usr/lib64/gstreamer-1.0/libgstximagesrc.so,-,
/usr/lib64/gstreamer-1.0/libgstxingmux.so,-,
/usr/lib64/gstreamer-1.0/libgstxvimagesink.so,-,
/usr/lib64/gstreamer-1.0/libgsty4mdec.so,-,
/usr/lib64/gstreamer-1.0/libgsty4menc.so,-,
/usr/lib64/gstreamer-1.0/libgstyadif.so,-,
/usr/lib64/gstreamer-1.0/libgstyuv4mpeg.so,-,
/usr/lib64/gstreamer-1.0/libgstzbar.so,-,
